proto,saddr,daddr,state,dttl,shops,sload,srate,dtcpb,label
tcp,192.168.159.150,192.168.159.152,RST,64,29,557491.3125,1161.440186,3563453333,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,454545.4375,946.969666,3563466701,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,511182.125,1064.962769,3563483197,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,533333.3125,1111.111084,3563497877,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,558789.25,1164.144287,3563511940,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,573476.6875,1194.743042,3563525361,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,547945.25,1141.55249,3563538444,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,510638.3125,1063.829834,3563552121,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,525164.125,1094.091919,3563566814,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,540540.5625,1126.126099,3563581095,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,479520.4375,999.000916,3563594976,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,335195.5313,698.324036,3563610633,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,428954.4063,893.655029,3563633006,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,491299.9063,1023.541443,3563650475,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,414866.0313,864.30426,3563665741,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,500521.375,1042.752808,3563683818,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,208786.4219,434.97171,3563698801,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,776699.0625,1618.123047,3563734812,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,298879.1875,622.664978,3563744370,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,503672.625,1049.317993,3563769486,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,570749.125,1189.060669,3563784364,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,554272.5,1154.734375,3563797496,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,316622.6875,659.630615,3563811041,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,401002.5,835.421875,3563834738,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,380650.25,793.021362,3563853536,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,535714.25,1116.071411,3563873201,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,522306.8438,1088.139282,3563887181,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,519480.5313,1082.251099,3563901554,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,516684.625,1076.42627,3563916342,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,533333.3125,1111.111084,3563930518,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,503672.625,1049.317993,3563944557,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,587515.3125,1223.990234,3563959463,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,528052.8125,1100.109985,3563972240,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,498960.5,1039.501099,3563986434,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,484848.5,1010.101013,3564001482,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,562060.875,1170.960205,3564016917,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,528634.375,1101.321655,3564030283,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,409556.3125,853.242371,3564044458,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,476663.375,993.048645,3564062798,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,500521.375,1042.752808,3564078518,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,526893.5,1097.694824,3564093520,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,575539.5625,1199.040771,3564107723,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,502617.8125,1047.120483,3564120738,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,466926.0625,972.762634,3564135680,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,416305.2813,867.302673,3564151770,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,548571.4375,1142.857056,3564169690,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,521172.625,1085.776245,3564183360,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,484848.5,1010.101013,3564197836,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,500000,1041.666748,3564213225,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,511182.125,1064.962769,3564228217,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,419580.4375,874.125916,3564242890,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,533926.625,1112.347046,3564260777,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,551724.125,1149.425293,3564274813,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,516129.0313,1075.268799,3564288417,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,526893.5,1097.694824,3564302936,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,526893.5,1097.694824,3564317175,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,519480.5313,1082.251099,3564331467,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,515021.4688,1072.961426,3564345843,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,505263.1563,1052.631592,3564360416,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,493827.1563,1028.806519,3564375248,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,572792.375,1193.317505,3564390445,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,539325.8125,1123.595459,3564403530,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,506863.7813,1055.966187,3564417448,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,418483,871.8396,3564432234,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,597758.375,1245.329956,3564450167,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,549828.1875,1145.475342,3564462712,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,493319.625,1027.749268,3564476342,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,513918.625,1070.663818,3564491547,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,548571.4375,1142.857056,3564506291,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,536912.75,1118.568237,3564519812,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,511182.125,1064.962769,3564533782,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,494335.75,1029.866089,3564548455,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,397680.1875,828.500427,3564563621,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,511727.0938,1066.098145,3564582493,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,529801.3125,1103.752808,3564597148,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,513368.9688,1069.518677,3564611298,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,423280.4063,881.834229,3564625904,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,528052.8125,1100.109985,3564643631,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,532741.375,1109.87793,3564657830,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,495356.0313,1031.991699,3564671914,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,515574.6563,1074.113892,3564687047,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,566706,1180.637573,3564701593,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,570071.25,1187.648438,3564714830,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,488798.3438,1018.329895,3564727982,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,445269.0313,927.64386,3564743341,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,497925.3125,1037.34436,3564760177,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,213049.2813,443.852661,3564775247,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,1132075.5,2358.490479,3564810720,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,370656.375,772.200806,3564830349,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,492813.125,1026.69397,3564850554,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,471050.0625,981.354309,3564865765,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,519480.5313,1082.251099,3564881756,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,510095.625,1062.699219,3564896126,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,497409.3125,1036.269409,3564910839,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,518918.9063,1081.081055,3564925904,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,535117.0625,1114.827148,3564940366,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,518358.5313,1079.913574,3564954381,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,521739.125,1086.956543,3564968845,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,409556.3125,853.242371,3564983361,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,415944.5313,866.551086,3565001546,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,549828.1875,1145.475342,3565019644,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,366972.5,764.526001,3565033201,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,471512.7813,982.318298,3565053652,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,512273.2188,1067.23584,3565069557,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,532150.75,1108.647461,3565084190,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,464666.0313,968.05426,3565098286,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,540540.5625,1126.126099,3565114444,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,525739.3125,1095.290161,3565128301,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,515021.4688,1072.961426,3565142561,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,503672.625,1049.317993,3565157128,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,460652.5938,959.692871,3565172016,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,466926.0625,972.762634,3565188298,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,490797.5625,1022.494873,3565204366,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,513368.9688,1069.518677,3565219638,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,379746.8438,791.139282,3565234245,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,523446.0313,1090.512573,3565253997,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,489296.625,1019.367981,3565268325,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,473840.0625,987.166809,3565283657,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,198265.1719,413.05246,3565299490,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,475247.5313,990.098999,3565337323,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,314136.125,654.450256,3565353090,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,389610.4063,811.688354,3565376976,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,477611.9688,995.024902,3565396218,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,533333.3125,1111.111084,3565411932,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,466926.0625,972.762634,3565425987,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,530386.75,1104.97229,3565442057,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,491803.2813,1024.59021,3565456281,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,381254.9375,794.281128,3565471505,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,526893.5,1097.694824,3565491186,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,541149.9375,1127.395752,3565505425,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,559440.5625,1165.501099,3565519280,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,474777.4375,989.11969,3565532667,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,520043.3438,1083.423584,3565548484,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,524590.1875,1092.89624,3565562928,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,462873.6875,964.32019,3565577177,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,557491.3125,1161.440186,3565593447,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,534521.125,1113.585693,3565606834,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,498960.5,1039.501099,3565620894,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,556844.5625,1160.092773,3565635912,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,526893.5,1097.694824,3565649390,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,433212.9688,902.527039,3565663617,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,531561.4375,1107.419678,3565680946,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,549199.0625,1144.164795,3565695022,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,506863.7813,1055.966187,3565708700,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,487804.8438,1016.260132,3565723505,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,540540.5625,1126.126099,3565738869,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,445269.0313,927.64386,3565752980,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,484359.25,1009.081787,3565769518,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,515021.4688,1072.961426,3565785005,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,446096.625,929.367981,3565799571,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,452403.375,942.507019,3565816371,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,489296.625,1019.367981,3565832960,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,508474.5625,1059.322021,3565848295,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,411311.0313,856.89801,3565863037,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,489795.9063,1020.408142,3565881270,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,547945.25,1141.55249,3565896672,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,554272.5,1154.734375,3565910261,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,545454.5625,1136.363647,3565923800,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,537514,1119.820801,3565937553,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,540540.5625,1126.126099,3565951496,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,542372.875,1129.943481,3565965384,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,557491.3125,1161.440186,3565979211,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,547945.25,1141.55249,3565992654,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,551090.6875,1148.105591,3566006352,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,525739.3125,1095.290161,3566019959,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,538720.5625,1122.334473,3566034226,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,445682.4375,928.505066,3566048147,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,453257.7813,944.287048,3566064974,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,458015.2813,954.198547,3566081528,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,483383.6875,1007.049377,3566097884,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,459330.125,956.937744,3566113404,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,451977.375,941.619568,3566129736,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,486322.2188,1013.171265,3566146344,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,522875.8125,1089.324585,3566161755,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,534521.125,1113.585693,3566176097,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,523446.0313,1090.512573,3566190129,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,471050.0625,981.354309,3566204455,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,480480.4688,1001.000977,3566220373,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,496380.5313,1034.126099,3566235982,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,397351,827.814575,3566251099,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,581818.1875,1212.121216,3566269974,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,574850.3125,1197.604736,3566282864,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,565371,1177.856323,3566295900,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,586080.5625,1221.001221,3566309179,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,618556.75,1288.65979,3566321975,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,590405.875,1230.012329,3566334098,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,581818.1875,1212.121216,3566346806,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,567375.875,1182.033081,3566359692,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,574850.3125,1197.604736,3566372908,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,540540.5625,1126.126099,3566385954,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,576230.5,1200.480225,3566399835,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,570749.125,1189.060669,3566412840,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,487309.625,1015.228394,3566425988,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,530386.75,1104.97229,3566441368,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,337078.6563,702.247192,3566455655,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,494335.75,1029.866089,3566477766,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,572109.6875,1191.895142,3566492945,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,591133,1231.5271,3566506051,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,537514,1119.820801,3566518729,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,505795.5625,1053.740723,3566532686,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,475718.5313,991.080261,3566547517,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,511727.0938,1066.098145,3566563290,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,541149.9375,1127.395752,3566577941,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,311284.0625,648.508423,3566591803,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,556199.3125,1158.748535,3566615907,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,444033.3125,925.069397,3566629383,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,569395,1186.239624,3566646274,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,530973.4375,1106.194702,3566659430,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,534521.125,1113.585693,3566673566,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,522306.8438,1088.139282,3566687598,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,504201.6875,1050.420166,3566702045,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,577617.3125,1203.369507,3566716835,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,511182.125,1064.962769,3566729812,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,542986.4375,1131.221802,3566744488,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,524590.1875,1092.89624,3566758301,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,356877.3125,743.494446,3566772592,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,452830.1875,943.396179,3566793629,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,382165.5938,796.178345,3566810173,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,396694.2188,826.446289,3566829807,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,392156.875,816.993469,3566848756,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,378250.5938,788.022095,3566867833,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,548571.4375,1142.857056,3566887655,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,503672.625,1049.317993,3566901340,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,355292.375,740.192444,3566916222,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,464216.6563,967.118042,3566937335,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,513368.9688,1069.518677,3566953492,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,518358.5313,1079.913574,3566968103,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,463768.125,966.183594,3566982568,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,525164.125,1094.091919,3566998733,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,546697.0625,1138.952148,3567013023,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,546697.0625,1138.952148,3567026735,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,428189.0938,892.060608,3567040456,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,570071.25,1187.648438,3567057969,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,498442.375,1038.421631,3567071120,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,459330.125,956.937744,3567086178,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,415224.9375,865.051941,3567102517,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,536912.75,1118.568237,3567120569,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,536912.75,1118.568237,3567134537,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,549199.0625,1144.164795,3567148501,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,547320.4375,1140.250854,3567162155,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,517799.3438,1078.748657,3567175862,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,532150.75,1108.647461,3567190340,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,515021.4688,1072.961426,3567204436,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,505795.5625,1053.740723,3567218999,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,220791.1719,459.981598,3567233832,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,867469.875,1807.229004,3567267879,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,818646.9375,1705.514526,3567293809,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,782183.5625,1629.549072,3567321377,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,886153.8125,1846.153809,3567350104,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,792079.1875,1650.165039,3567375459,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,1006993.063,2097.9021,3567403848,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,700729.9375,1459.854004,3567426184,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,532741.375,1109.87793,3567436911,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,549828.1875,1145.475342,3567450918,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,518358.5313,1079.913574,3567464549,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,500000,1041.666748,3567479013,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,512820.5,1068.376099,3567494021,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,573476.6875,1194.743042,3567508647,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,568047.375,1183.432007,3567521718,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,578313.25,1204.819336,3567534921,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,532150.75,1108.647461,3567547885,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,541760.75,1128.668213,3567561987,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,537514,1119.820801,3567575832,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,535117.0625,1114.827148,3567589787,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,418483,871.8396,3567603796,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,449859.4375,937.207153,3567621722,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,412371.125,859.106506,3567638414,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,554913.3125,1156.069336,3567656602,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,481927.6875,1004.016052,3567670095,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,555555.5625,1157.407349,3567685655,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,572109.6875,1191.895142,3567699154,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,531561.4375,1107.419678,3567712257,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,510638.3125,1063.829834,3567726377,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,539932.5,1124.859375,3567741061,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,525164.125,1094.091919,3567754958,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,552995.4375,1152.07373,3567769236,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,521172.625,1085.776245,3567782801,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,221198.1563,460.829498,3567797198,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,869565.1875,1811.594116,3567831191,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,825214.875,1719.197632,3567857023,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,828062.125,1725.129395,3567884329,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,833333.3125,1736.111084,3567911481,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,826636.0625,1722.158447,3567938471,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,738461.5625,1538.461548,3567965707,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,863309.375,1798.561157,3567996184,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,860215,1792.114624,3568022223,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,875912.4375,1824.817627,3568048397,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,810354.5,1688.238525,3568074055,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,868516.25,1809.408813,3568101842,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,1113689.125,2320.185547,3568127839,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,509013.7813,1060.445312,3568134402,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,540540.5625,1126.126099,3568149153,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,408858.625,851.788757,3568163019,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,490296.2188,1021.450439,3568181360,Attack
tcp,192.168.159.150,192.168.159.152,RST,64,29,536312.875,1117.318481,3568196658,Attack
